Reference,Publication year,Ecosystem component (detailed),Ecosystem component (simplified),Thema (detailed),Thema (simplified),Trait label (original),Trait label (standardised),
"Bremner J., 2008. Species' traits and ecological functioning in marine conservation and management. Journal of Experimental Marine Biology and Ecology 366:37–47.",2008,Benthic invertebrate,Benthic invertebrate,Environment and pressure,Environment and pressure,Degree of ?exibility,Morph./Anat./Phys.,
"Bremner J., 2008. Species' traits and ecological functioning in marine conservation and management. Journal of Experimental Marine Biology and Ecology 366:37–47.",2008,Benthic invertebrate,Benthic invertebrate,Environment and pressure,Environment and pressure,Tissue components,Morph./Anat./Phys.,
"Bremner J., 2008. Species' traits and ecological functioning in marine conservation and management. Journal of Experimental Marine Biology and Ecology 366:37–47.",2008,Benthic invertebrate,Benthic invertebrate,Environment and pressure,Environment and pressure,Degree of attachment to substrate,Motility,
"Bremner J., 2008. Species' traits and ecological functioning in marine conservation and management. Journal of Experimental Marine Biology and Ecology 366:37–47.",2008,Benthic invertebrate,Benthic invertebrate,Environment and pressure,Environment and pressure,Living habit,Motility,
"Bremner J., 2008. Species' traits and ecological functioning in marine conservation and management. Journal of Experimental Marine Biology and Ecology 366:37–47.",2008,Benthic invertebrate,Benthic invertebrate,Environment and pressure,Environment and pressure,Movement method,Motility,
"Bremner J., 2008. Species' traits and ecological functioning in marine conservation and management. Journal of Experimental Marine Biology and Ecology 366:37–47.",2008,Benthic invertebrate,Benthic invertebrate,Environment and pressure,Environment and pressure,Strength of attachment to substrate,Motility,
"Bremner J., 2008. Species' traits and ecological functioning in marine conservation and management. Journal of Experimental Marine Biology and Ecology 366:37–47.",2008,Benthic invertebrate,Benthic invertebrate,Environment and pressure,Environment and pressure,Exposure potential,Resistance form,
"Bremner J., 2008. Species' traits and ecological functioning in marine conservation and management. Journal of Experimental Marine Biology and Ecology 366:37–47.",2008,Benthic invertebrate,Benthic invertebrate,Environment and pressure,Environment and pressure,Defence strategy,Resistance form,
"Bremner J., 2008. Species' traits and ecological functioning in marine conservation and management. Journal of Experimental Marine Biology and Ecology 366:37–47.",2008,Benthic invertebrate,Benthic invertebrate,Environment and pressure,Environment and pressure,Time to maturity,Sexual maturity,
"Bremner J., 2008. Species' traits and ecological functioning in marine conservation and management. Journal of Experimental Marine Biology and Ecology 366:37–47.",2008,Benthic invertebrate,Benthic invertebrate,Environment and pressure,Environment and pressure,Reproductive method,Sexuality,
"Bremner J., 2008. Species' traits and ecological functioning in marine conservation and management. Journal of Experimental Marine Biology and Ecology 366:37–47.",2008,Benthic invertebrate,Benthic invertebrate,Environment and pressure,Environment and pressure,Food type,Trophy,
"Bremner J., 2008. Species' traits and ecological functioning in marine conservation and management. Journal of Experimental Marine Biology and Ecology 366:37–47.",2008,Benthic invertebrate,Benthic invertebrate,Environment and pressure,Environment and pressure,Resource capture method,Trophy,
"Bremner J., Rogers S.I., Frid C.L.J., 2003. Assessing functional diversity in marine benthic ecosystems: a comparison of approaches. Marine Ecology Progress Series 254:11–25.",2003,Benthic invertebrate,Benthic invertebrate,Life-history theory,Life-history theory,Relative adult mobility,Behaviour,
"Bremner J., Rogers S.I., Frid C.L.J., 2003. Assessing functional diversity in marine benthic ecosystems: a comparison of approaches. Marine Ecology Progress Series 254:11–25.",2003,Benthic invertebrate,Benthic invertebrate,Life-history theory,Life-history theory,Individual/colony size,Body size,
"Bremner J., Rogers S.I., Frid C.L.J., 2003. Assessing functional diversity in marine benthic ecosystems: a comparison of approaches. Marine Ecology Progress Series 254:11–25.",2003,Benthic invertebrate,Benthic invertebrate,Life-history theory,Life-history theory,Reproductive technique,Egg/Prop. protection,
"Bremner J., Rogers S.I., Frid C.L.J., 2003. Assessing functional diversity in marine benthic ecosystems: a comparison of approaches. Marine Ecology Progress Series 254:11–25.",2003,Benthic invertebrate,Benthic invertebrate,Life-history theory,Life-history theory,Adult longevity,Life span,
"Bremner J., Rogers S.I., Frid C.L.J., 2003. Assessing functional diversity in marine benthic ecosystems: a comparison of approaches. Marine Ecology Progress Series 254:11–25.",2003,Benthic invertebrate,Benthic invertebrate,Life-history theory,Life-history theory,Body flexibility,Morph./Anat./Phys.,
"Bremner J., Rogers S.I., Frid C.L.J., 2003. Assessing functional diversity in marine benthic ecosystems: a comparison of approaches. Marine Ecology Progress Series 254:11–25.",2003,Benthic invertebrate,Benthic invertebrate,Life-history theory,Life-history theory,Body form,Morph./Anat./Phys.,
"Bremner J., Rogers S.I., Frid C.L.J., 2003. Assessing functional diversity in marine benthic ecosystems: a comparison of approaches. Marine Ecology Progress Series 254:11–25.",2003,Benthic invertebrate,Benthic invertebrate,Life-history theory,Life-history theory,Degree of attachment,Motility,
"Bremner J., Rogers S.I., Frid C.L.J., 2003. Assessing functional diversity in marine benthic ecosystems: a comparison of approaches. Marine Ecology Progress Series 254:11–25.",2003,Benthic invertebrate,Benthic invertebrate,Life-history theory,Life-history theory,Adult life habit,Motility,
"Bremner J., Rogers S.I., Frid C.L.J., 2003. Assessing functional diversity in marine benthic ecosystems: a comparison of approaches. Marine Ecology Progress Series 254:11–25.",2003,Benthic invertebrate,Benthic invertebrate,Life-history theory,Life-history theory,Feeding habit,Trophy,
"Bremner J., Rogers S.I., Frid C.L.J., 2006. Matching biological traits to environmental conditions in marine benthic ecosystems. Journal of Marine Systems 60:302–31.",2006,Benthic invertebrate,Benthic invertebrate,Environment,Environment,Migration,Behaviour,
"Bremner J., Rogers S.I., Frid C.L.J., 2006. Matching biological traits to environmental conditions in marine benthic ecosystems. Journal of Marine Systems 60:302–31.",2006,Benthic invertebrate,Benthic invertebrate,Environment,Environment,Relative adult mobility,Behaviour,
"Bremner J., Rogers S.I., Frid C.L.J., 2006. Matching biological traits to environmental conditions in marine benthic ecosystems. Journal of Marine Systems 60:302–31.",2006,Benthic invertebrate,Benthic invertebrate,Environment,Environment,Sociability,Biotic int./Sociability,
"Bremner J., Rogers S.I., Frid C.L.J., 2006. Matching biological traits to environmental conditions in marine benthic ecosystems. Journal of Marine Systems 60:302–31.",2006,Benthic invertebrate,Benthic invertebrate,Environment,Environment,Individual/colony size ,Body size,
"Bremner J., Rogers S.I., Frid C.L.J., 2006. Matching biological traits to environmental conditions in marine benthic ecosystems. Journal of Marine Systems 60:302–31.",2006,Benthic invertebrate,Benthic invertebrate,Environment,Environment,Reproductive method,Egg/Prop. protection,
"Bremner J., Rogers S.I., Frid C.L.J., 2006. Matching biological traits to environmental conditions in marine benthic ecosystems. Journal of Marine Systems 60:302–31.",2006,Benthic invertebrate,Benthic invertebrate,Environment,Environment,Adult longevity,Life span,
"Bremner J., Rogers S.I., Frid C.L.J., 2006. Matching biological traits to environmental conditions in marine benthic ecosystems. Journal of Marine Systems 60:302–31.",2006,Benthic invertebrate,Benthic invertebrate,Environment,Environment,Body flexibility ,Morph./Anat./Phys.,
"Bremner J., Rogers S.I., Frid C.L.J., 2006. Matching biological traits to environmental conditions in marine benthic ecosystems. Journal of Marine Systems 60:302–31.",2006,Benthic invertebrate,Benthic invertebrate,Environment,Environment,Body form,Morph./Anat./Phys.,
"Bremner J., Rogers S.I., Frid C.L.J., 2006. Matching biological traits to environmental conditions in marine benthic ecosystems. Journal of Marine Systems 60:302–31.",2006,Benthic invertebrate,Benthic invertebrate,Environment,Environment,Degree of attachment,Motility,
"Bremner J., Rogers S.I., Frid C.L.J., 2006. Matching biological traits to environmental conditions in marine benthic ecosystems. Journal of Marine Systems 60:302–31.",2006,Benthic invertebrate,Benthic invertebrate,Environment,Environment,Adult movement,Motility,
"Bremner J., Rogers S.I., Frid C.L.J., 2006. Matching biological traits to environmental conditions in marine benthic ecosystems. Journal of Marine Systems 60:302–31.",2006,Benthic invertebrate,Benthic invertebrate,Environment,Environment,Sexual differentiation,Sexuality,
"Bremner J., Rogers S.I., Frid C.L.J., 2006. Matching biological traits to environmental conditions in marine benthic ecosystems. Journal of Marine Systems 60:302–31.",2006,Benthic invertebrate,Benthic invertebrate,Environment,Environment,Feeding habit,Trophy,
"Bremner J., Rogers S.I., Frid C.L.J., 2006. Methods for describing ecological functioning of marine benthic assemblages using biological traits analysis (BTA). Ecological indicaors 6:609–622.",2006,Benthic invertebrate,Benthic invertebrate,Environment,Environment,Migration,Behaviour,
"Bremner J., Rogers S.I., Frid C.L.J., 2006. Methods for describing ecological functioning of marine benthic assemblages using biological traits analysis (BTA). Ecological indicaors 6:609–622.",2006,Benthic invertebrate,Benthic invertebrate,Environment,Environment,Relative adult mobility,Behaviour,
"Bremner J., Rogers S.I., Frid C.L.J., 2006. Methods for describing ecological functioning of marine benthic assemblages using biological traits analysis (BTA). Ecological indicaors 6:609–622.",2006,Benthic invertebrate,Benthic invertebrate,Environment,Environment,Sociability,Biotic int./Sociability,
"Bremner J., Rogers S.I., Frid C.L.J., 2006. Methods for describing ecological functioning of marine benthic assemblages using biological traits analysis (BTA). Ecological indicaors 6:609–622.",2006,Benthic invertebrate,Benthic invertebrate,Environment,Environment,Individual/colony size,Body size,
"Bremner J., Rogers S.I., Frid C.L.J., 2006. Methods for describing ecological functioning of marine benthic assemblages using biological traits analysis (BTA). Ecological indicaors 6:609–622.",2006,Benthic invertebrate,Benthic invertebrate,Environment,Environment,Relative weight,Body size,
"Bremner J., Rogers S.I., Frid C.L.J., 2006. Methods for describing ecological functioning of marine benthic assemblages using biological traits analysis (BTA). Ecological indicaors 6:609–622.",2006,Benthic invertebrate,Benthic invertebrate,Environment,Environment,Reproductive technique,Egg/Prop. protection,
"Bremner J., Rogers S.I., Frid C.L.J., 2006. Methods for describing ecological functioning of marine benthic assemblages using biological traits analysis (BTA). Ecological indicaors 6:609–622.",2006,Benthic invertebrate,Benthic invertebrate,Environment,Environment,Adult longevity,Life span,
"Bremner J., Rogers S.I., Frid C.L.J., 2006. Methods for describing ecological functioning of marine benthic assemblages using biological traits analysis (BTA). Ecological indicaors 6:609–622.",2006,Benthic invertebrate,Benthic invertebrate,Environment,Environment,Body flexibility,Morph./Anat./Phys.,
"Bremner J., Rogers S.I., Frid C.L.J., 2006. Methods for describing ecological functioning of marine benthic assemblages using biological traits analysis (BTA). Ecological indicaors 6:609–622.",2006,Benthic invertebrate,Benthic invertebrate,Environment,Environment,Body form,Morph./Anat./Phys.,
"Bremner J., Rogers S.I., Frid C.L.J., 2006. Methods for describing ecological functioning of marine benthic assemblages using biological traits analysis (BTA). Ecological indicaors 6:609–622.",2006,Benthic invertebrate,Benthic invertebrate,Environment,Environment,Degree of attachment,Motility,
"Bremner J., Rogers S.I., Frid C.L.J., 2006. Methods for describing ecological functioning of marine benthic assemblages using biological traits analysis (BTA). Ecological indicaors 6:609–622.",2006,Benthic invertebrate,Benthic invertebrate,Environment,Environment,Adult movement,Motility,
